# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep  8 14:21:51 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     Community TESS Object of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Smmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1912,741.01,741,359271092,359271092.01,1,,09h21m35.85s,140.3993760,,,-60d16m52.21s,-60.2811690,,,-840.1140000,0.056,0.056,0,1,182.0900000,0.062,0.062,0,1,2458544.0874020,0.003720,0.003720,0,1,7.5762620,0.0018240,0.0018240,0,1,1.8695690,0.4574500,0.4574500,0,1,299.0535580,41.4133530,41.4133530,0,1,0.9202030,0.6682950,0.6682950,0,1,12.5970440,,,,,480.4928280,,,,,7.6687400,0.007,0.007,0,1,10.4540000,0.0031500,0.0031500,0,1,3766.0000000,95.0000000,95.0000000,0,1,4.7595700,0.0608230,0.0608230,0,1,0.5280000,0.0160000,0.0160000,0,1,2019-05-15 18:24:37,2020-03-06 12:00:34
1913,742.01,742,373424049,373424049.01,1,FP,09h20m13.63s,140.0567940,,,-53d07m10.87s,-53.1196850,,,2.6540000,0.063,0.063,0,1,-0.9090000,0.062,0.062,0,1,2458543.4752200,0.002830,0.002830,0,1,0.9630810,0.0001940,0.0001940,0,1,2.3785140,0.2658090,0.2658090,0,1,244.2612150,18.3605440,18.3605440,0,1,2.7276440,0.5964270,0.5964270,0,1,23744.7734380,,,,,3166.0061040,,,,,8.6333000,0.006,0.006,0,1,227.2650000,1.8440000,1.8440000,0,1,8688.0000000,230.0000000,230.0000000,0,1,4.3218700,0.3448240,0.3448240,0,1,1.6869800,0.2451080,0.2451080,0,1,2019-05-15 18:24:37,2020-03-04 12:58:47
1914,743.01,743,434486077,434486077.01,1,,10h26m17.44s,156.5726460,,,-23d30m29.03s,-23.5080630,,,-31.6880000,0.065,0.065,0,1,-2.9920000,0.059,0.059,0,1,2458545.1386720,0.001899,0.001899,0,1,2.2278760,0.0003110,0.0003110,0,1,1.4438790,0.2261740,0.2261740,0,1,16377.9628910,1194.4757080,1194.4757080,0,1,11.4986280,11.6607320,11.6607320,0,1,505.7329710,,,,,1209.4837650,,,,,14.3858000,0.007,0.007,0,1,638.9720000,14.2035000,14.2035000,0,1,5156.0000000,182.0000000,182.0000000,0,1,4.4683800,2.0036200,2.0036200,0,1,0.9019850,0.9019850,0.9019850,0,1,2019-05-15 18:24:37,2020-03-06 12:00:34
1915,744.01,744,437242640,437242640.01,1,KP,11h01m35.85s,165.3993680,,,-23d51m39.41s,-23.8609460,,,-43.9000000,0.069,0.069,0,1,-65.7940000,0.069,0.069,0,1,2458546.4218750,0.000302,0.000302,0,1,4.3178000,0.0000950,0.0000950,0,1,2.1023500,0.0194180,0.0194180,0,1,11444.8242190,163.8839260,163.8839260,0,1,11.8137400,0.2580600,0.2580600,0,1,301.2515560,,,,,1062.5566410,,,,,9.7566000,0.006,0.006,0,1,132.0960000,0.8515000,0.8515000,0,1,5700.0000000,,,0,1,4.5057800,,,0,1,0.9300000,,,0,1,2019-05-15 18:24:37,2019-12-17 10:00:02
1916,745.01,745,444842193,444842193.01,1,,09h51m01.78s,147.7574370,,,-55d19m05.88s,-55.3182990,,,-52.2230000,0.050,0.050,0,1,-5.8620000,0.053,0.053,0,1,2458544.2692870,0.004273,0.004273,0,1,1.0776860,0.0003350,0.0003350,0,1,2.6788440,0.9519180,0.9519180,0,1,480.6596070,69.9880520,69.9880520,0,1,2.1586000,3.4425530,3.4425530,0,1,2147.2749020,,,,,1736.1677250,,,,,10.5488000,0.006,0.006,0,1,175.3810000,0.9965000,0.9965000,0,1,5741.0000000,189.0000000,189.0000000,0,1,4.4712200,0.3077480,0.3077480,0,1,0.9753120,0.1390270,0.1390270,0,1,2019-05-15 18:24:38,2019-12-17 10:00:02
1917,746.01,746,167418903,167418903.01,1,,06h38m28.99s,99.6207950,,,-67d38m56.22s,-67.6489500,,,-3.1590000,0.043,0.043,0,1,6.5150000,0.038,0.038,0,1,2458335.7726800,0.001060,0.001060,0,1,10.9801600,0.0001100,0.0001100,0,1,1.9450000,0.1240000,0.1240000,0,1,7360.0000000,396.8810000,396.8810000,0,1,12.3795000,2.2007900,2.2007900,0,1,61.5709000,,,,,780.0000000,,,,,11.3786000,0.006,0.006,0,1,234.4180000,1.0545000,1.0545000,0,1,5614.9000000,126.0000000,126.0000000,0,1,4.4700000,0.0800000,0.0800000,0,1,0.9600000,0.0500000,0.0500000,0,1,2019-04-01 16:52:03,2020-05-20 16:00:02
1918,747.01,747,15445551,15445551.01,1,KP,12h21m17.92s,185.3246820,,,-52d50m26.94s,-52.8408160,,,-1.3560000,0.041,0.041,0,1,3.9190000,0.040,0.040,0,1,2458569.6669920,0.000440,0.000440,0,1,1.6828100,0.0000480,0.0000480,0,1,3.0157380,0.0282070,0.0282070,0,1,8618.4169920,143.8917390,143.8917390,0,1,16.1730080,3.0445930,3.0445930,0,1,4382.6259770,,,,,2075.1684570,,,,,10.3490000,0.006,0.006,0,1,298.3920000,3.5790000,3.5790000,0,1,6271.0000000,196.0000000,196.0000000,0,1,4.0821400,0.4114850,0.4114850,0,1,1.6665700,0.3131730,0.3131730,0,1,2019-06-05 19:57:31,2019-12-17 10:00:02
1919,748.01,748,104024556,104024556.01,1,KP,13h04m10.51s,196.0437930,,,-35d32m58.3s,-35.5495290,,,-18.6580000,0.121,0.121,0,1,1.0370000,0.075,0.075,0,1,2458569.9404300,0.000466,0.000466,0,1,2.0219860,0.0000620,0.0000620,0,1,2.9754520,0.0264340,0.0264340,0,1,10011.4091800,130.0808720,130.0808720,0,1,19.4712600,0.1514060,0.1514060,0,1,5158.0810550,,,,,2161.4331050,,,,,10.3182000,0.006,0.006,0,1,423.5520000,10.6475000,10.6475000,0,1,7000.0000000,,,0,1,4.1341200,,,0,1,1.7900000,,,0,1,2019-06-05 19:57:32,2019-12-17 10:00:02
1920,749.01,749,5868998,5868998.01,1,FP,12h31m07.68s,187.7819880,,,-23d46m25.37s,-23.7737150,,,-35.2360000,0.193,0.193,0,1,-35.0440000,0.110,0.110,0,1,2458569.9335940,0.000286,0.000286,0,1,0.6355400,0.0000120,0.0000120,0,1,1.2573260,0.0238710,0.0238710,0,1,51164.6367190,832.9863890,832.9863890,0,1,14.3724890,6.2811290,6.2811290,0,1,233.5126950,,,,,997.0050660,,,,,13.9372000,0.007,0.007,0,1,232.1230000,5.3735000,5.3735000,0,1,3602.0000000,66.0000000,66.0000000,0,1,4.8169000,0.3646750,0.3646750,0,1,0.4420000,0.0690000,0.0690000,0,1,2019-06-05 19:57:30,2020-03-04 12:58:47
1921,750.01,750,14614418,14614418.01,1,KP,11h35m49.78s,173.9574200,,,-29d09m21.83s,-29.1560640,,,3.1790000,0.046,0.046,0,1,-4.9040000,0.035,0.035,0,1,2458569.5391850,0.000630,0.000630,0,1,0.8377780,0.0000340,0.0000340,0,1,1.9461090,0.0533540,0.0533540,0,1,23477.7480470,458.2925110,458.2925110,0,1,15.7286940,0.3606390,0.3606390,0,1,2947.4877930,,,,,1879.2421880,,,,,13.3898000,0.008,0.008,0,1,624.3680000,15.7565000,15.7565000,0,1,5600.0000000,,,0,1,4.4382600,,,0,1,1.0200000,,,0,1,2019-06-05 19:57:30,2019-12-17 10:00:02
1922,751.01,751,14661418,14661418.01,1,KP,11h36m02.37s,174.0098690,,,-29d32m36.11s,-29.5433640,,,24.9210000,0.042,0.042,0,1,-9.9070000,0.032,0.032,0,1,2458570.9896240,0.000935,0.000935,0,1,4.7231550,0.0002710,0.0002710,0,1,2.2739320,0.0543530,0.0543530,0,1,22872.9160160,369.0121460,369.0121460,0,1,10.9732110,0.2090520,0.2090520,0,1,89.6585310,,,,,784.8156740,,,,,12.4806000,0.006,0.006,0,1,229.5180000,1.6010000,1.6010000,0,1,4803.0000000,,,0,1,4.6415400,,,0,1,0.6900000,,,0,1,2019-06-05 19:57:30,2019-12-17 10:00:02
1923,752.01,752,61538902,61538902.01,1,KP,11h45m11.77s,176.2990520,,,-42d03m50.25s,-42.0639580,,,11.6700000,0.048,0.048,0,1,-1.5930000,0.037,0.037,0,1,2458573.6870120,0.000542,0.000542,0,1,5.7479520,0.0002910,0.0002910,0,1,2.6061120,0.0496980,0.0496980,0,1,12815.3115230,170.5243070,170.5243070,0,1,10.5604290,0.1632460,0.1632460,0,1,222.6231080,,,,,985.1725460,,,,,11.3743000,0.006,0.006,0,1,301.4620000,3.3435000,3.3435000,0,1,5900.0000000,,,0,1,4.5299400,,,0,1,0.9000000,,,0,1,2019-06-05 19:57:31,2019-12-17 10:00:02
1924,753.01,753,61988212,61988212.01,1,FP,11h52m17.87s,178.0744480,,,-47d35m00.29s,-47.5834140,,,-5.9230000,0.127,0.127,0,1,-5.0520000,0.089,0.089,0,1,2458569.4554440,0.001448,0.001448,0,1,0.5552550,0.0000490,0.0000490,0,1,1.6220360,0.0813420,0.0813420,0,1,23416.4003910,1954.5115970,1954.5115970,0,1,18.6309660,18.7003190,18.7003190,0,1,5682.4365230,,,,,2214.3864750,,,,,14.3042000,0.006,0.006,0,1,597.7470000,35.0530000,35.0530000,0,1,5591.0000000,184.0000000,184.0000000,0,1,4.3811100,,,0,1,1.0616800,1.0616800,1.0616800,0,1,2019-06-05 19:57:31,2020-03-04 12:58:47
1925,754.01,754,72985822,72985822.01,1,,12h37m11.31s,189.2971130,,,-42d24m49.09s,-42.4136370,,,-13.0270000,0.083,0.083,0,1,-6.3770000,0.164,0.164,0,1,2458572.2243650,0.001696,0.001696,0,1,3.8641090,0.0004570,0.0004570,0,1,2.0153480,0.0988880,0.0988880,0,1,8196.2587890,462.6151730,462.6151730,0,1,13.8967120,13.9077180,13.9077180,0,1,904.1158450,,,,,1398.5428470,,,,,12.2397000,0.006,0.006,0,1,498.3600000,13.3015000,13.3015000,0,1,6214.0000000,190.0000000,190.0000000,0,1,4.2672900,,,0,1,1.3320800,1.3320800,1.3320800,0,1,2019-06-05 19:57:31,2019-12-17 10:00:02
1926,755.01,755,73228647,73228647.01,1,,12h40m08.78s,190.0365640,,,-44d18m43.48s,-44.3120780,,,-3.7230000,0.097,0.097,0,1,-13.6840000,0.123,0.123,0,1,2458570.1019290,0.004409,0.004409,0,1,2.5404550,0.0007080,0.0007080,0,1,2.4358040,0.4054600,0.4054600,0,1,396.7543950,46.6593890,46.6593890,0,1,2.1819620,0.7700380,0.7700380,0,1,834.8880620,,,,,1370.9664310,,,,,9.4628000,0.006,0.006,0,1,106.3070000,0.7195000,0.7195000,0,1,6003.0000000,192.0000000,192.0000000,0,1,4.4735600,0.2767740,0.2767740,0,1,1.0107600,0.1242620,0.1242620,0,1,2019-06-05 19:57:31,2019-12-17 10:00:02
1927,756.01,756,73649615,73649615.01,1,,12h48m24.9s,192.1037380,,,-45d28m13.7s,-45.4704710,,,-216.3720000,0.066,0.066,0,1,29.2090000,0.066,0.066,0,1,2458570.6453860,0.002252,0.002252,0,1,1.2393800,0.0001890,0.0001890,0,1,0.9729060,0.5223400,0.5223400,0,1,3399.6875000,459.2652590,459.2652590,0,1,2.6311790,2.4468210,2.4468210,0,1,98.6574400,,,,,803.8078000,,,,,12.5554000,0.007,0.007,0,1,86.1759000,0.3136500,0.3136500,0,1,3614.0000000,64.0000000,64.0000000,0,1,4.8125700,0.3594560,0.3594560,0,1,0.4480000,0.0690000,0.0690000,0,1,2019-06-05 19:57:31,2019-12-17 10:00:02
1928,757.01,757,130924120,130924120.01,1,,12h31m58.76s,187.9948430,,,-35d33m16.03s,-35.5544520,,,47.9350000,0.073,0.073,0,1,107.1750000,0.103,0.103,0,1,2458571.8691410,0.001989,0.001989,0,1,17.4655130,0.0028920,0.0028920,0,1,3.9353380,0.3999800,0.3999800,0,1,1064.0291750,67.9087830,67.9087830,0,1,3.3603300,3.5448190,3.5448190,0,1,50.9104690,,,,,681.2735600,,,,,9.0498000,0.006,0.006,0,1,60.3418000,0.2010000,0.2010000,0,1,5499.0000000,186.0000000,186.0000000,0,1,4.3996200,2.0040800,2.0040800,0,1,1.0268900,1.0268900,1.0268900,0,1,2019-06-05 19:57:32,2019-12-17 10:00:02
1929,758.01,758,131081852,131081852.01,1,FP,12h39m02.92s,189.7621700,,,-31d59m32.16s,-31.9922660,,,-19.0000000,2.500,2.500,0,1,-26.8000000,2.400,2.400,0,1,2458575.7456050,0.000375,0.000375,0,1,13.2738220,0.0005300,0.0005300,0,1,6.7452160,0.0301080,0.0301080,0,1,21531.4570310,131.2336730,131.2336730,0,1,19.3523160,19.3524680,19.3524680,0,1,147.6840670,,,,,889.1052250,,,,,9.9575010,0.006,0.006,0,1,154.5320000,,,0,1,6072.0000000,193.0000000,193.0000000,0,1,4.2917700,2.0045700,2.0045700,0,1,1.2612600,1.2612600,1.2612600,0,1,2019-06-05 19:57:32,2019-12-17 10:00:02
1930,759.01,759,152147232,152147232.01,1,FP,11h19m38.27s,169.9094740,,,-39d27m43.49s,-39.4620800,,,-33.3820000,0.048,0.048,0,1,8.6440000,0.042,0.042,0,1,2458572.7221680,0.000966,0.000966,0,1,4.2133160,0.0003220,0.0003220,0,1,3.1158310,0.0885770,0.0885770,0,1,7230.9438480,174.4485320,174.4485320,0,1,13.4924170,4.0657310,4.0657310,0,1,1050.9429930,,,,,1452.1601560,,,,,11.6713000,0.006,0.006,0,1,516.0410000,8.7495000,8.7495000,0,1,6107.0000000,193.0000000,193.0000000,0,1,4.1158500,0.6155600,0.6155600,0,1,1.5542900,0.4657940,0.4657940,0,1,2019-06-05 19:57:33,2019-12-17 10:00:02
1931,760.01,760,162362398,162362398.01,1,FP,11h17m39.45s,169.4143850,,,-44d01m01.52s,-44.0170880,,,-18.6370000,0.074,0.074,0,1,8.5580000,0.064,0.064,0,1,2458578.6607670,0.000778,0.000778,0,1,12.3520530,0.0010940,0.0010940,0,1,6.1585330,0.0622690,0.0622690,0,1,13945.0361330,165.7472840,165.7472840,0,1,22.8116740,7.4278380,7.4278380,0,1,657.1163940,,,,,1291.3094480,,,,,10.6171000,0.006,0.006,0,1,651.2630000,22.1290000,22.1290000,0,1,7852.0000000,217.0000000,217.0000000,0,1,4.2040900,0.6828950,0.6828950,0,1,1.7913600,0.5831490,0.5831490,0,1,2019-06-05 19:57:33,2019-12-17 10:00:02
1932,761.01,761,165317334,165317334.01,1,,11h57m03.12s,179.2629980,,,-38d06m17.26s,-38.1047940,,,-111.6070000,0.052,0.052,0,1,-18.2780000,0.034,0.034,0,1,2458576.3825680,0.003180,0.003180,0,1,10.5633480,0.0045180,0.0045180,0,1,2.7994650,0.5866980,0.5866980,0,1,1887.8221440,194.1455540,194.1455540,0,1,3.0362820,2.3570350,2.3570350,0,1,24.0197350,,,,,564.6271970,,,,,10.9217000,0.006,0.006,0,1,66.8154000,0.1808000,0.1808000,0,1,4368.0000000,174.0000000,174.0000000,0,1,4.5670600,0.2365560,0.2365560,0,1,0.7126110,0.0729540,0.0729540,0,1,2019-06-05 19:57:33,2019-12-17 10:00:02
1933,762.01,762,178709444,178709444.01,1,,11h04m17.94s,166.0747420,,,-47d49m17.39s,-47.8214960,,,-159.1570000,0.070,0.070,0,1,-24.5150000,0.067,0.067,0,1,2458572.6788330,0.000926,0.000926,0,1,3.4716350,0.0002470,0.0002470,0,1,1.3734310,0.0727120,0.0727120,0,1,43087.3242190,1667.2729490,1667.2729490,0,1,7.3160220,1.5271580,1.5271580,0,1,13.7693650,,,,,491.3016660,,,,,13.6615000,0.007,0.007,0,1,98.4458000,0.4309000,0.4309000,0,1,3399.0000000,102.0000000,102.0000000,0,1,4.9146800,0.4849810,0.4849810,0,1,0.3350000,0.0690000,0.0690000,0,1,2019-06-05 19:57:33,2020-03-06 12:00:34
1934,763.01,763,178819686,178819686.01,1,CP,12h57m52.34s,194.4680980,,,-39d45m29.02s,-39.7580610,,,-76.9020000,0.073,0.073,0,1,-84.8170000,0.055,0.055,0,1,2458572.1029050,0.002798,0.002798,0,1,5.6048130,0.0010870,0.0010870,0,1,2.7773660,0.5985760,0.5985760,0,1,741.2644040,83.6390460,83.6390460,0,1,3.1122880,3.9060370,3.9060370,0,1,323.4549870,,,,,1081.6162110,,,,,9.5275000,0.006,0.006,0,1,95.1274000,0.4515500,0.4515500,0,1,5767.0000000,189.0000000,189.0000000,0,1,4.3473600,2.0035800,2.0035800,0,1,1.1285900,1.1285900,1.1285900,0,1,2019-06-05 19:57:33,2019-12-17 10:00:02
1935,763.02,763,178819686,178819686.02,2,CP,12h57m52.34s,194.4680980,,,-39d45m29.02s,-39.7580610,,,-76.9020000,0.073,0.073,0,1,-84.8170000,0.055,0.055,0,1,2458572.9687500,0.003027,0.003027,0,1,12.2763300,0.0042940,0.0042940,0,1,3.6563820,0.3571330,0.3571330,0,1,976.2698360,90.1578140,90.1578140,0,1,3.7051190,3.7747390,3.7747390,0,1,113.7113720,,,,,832.8575440,,,,,9.5275000,0.006,0.006,0,1,95.1274000,0.4515500,0.4515500,0,1,5767.0000000,189.0000000,189.0000000,0,1,4.3473600,2.0035800,2.0035800,0,1,1.1285900,1.1285900,1.1285900,0,1,2019-06-05 19:57:33,2019-12-17 10:00:02
1936,764.01,764,181159386,181159386.01,1,FP,11h37m12.68s,174.3028370,,,-38d18m25.89s,-38.3071910,,,-6.0750000,0.044,0.044,0,1,2.2920000,0.030,0.030,0,1,2458574.5832520,0.000728,0.000728,0,1,5.6319420,0.0003900,0.0003900,0,1,6.5626520,0.0543240,0.0543240,0,1,14255.5898440,195.5861660,195.5861660,0,1,18.8479630,18.1901170,18.1901170,0,1,859.6156010,,,,,1381.0068360,,,,,11.1689000,0.006,0.006,0,1,789.3410000,19.1095000,19.1095000,0,1,6632.0000000,200.0000000,200.0000000,0,1,4.2060700,1.9428100,1.9428100,0,1,1.5417300,1.4878500,1.4878500,0,1,2019-06-05 19:57:33,2019-12-17 10:00:02
1937,765.01,765,219401954,219401954.01,1,,05h12m39.65s,78.1651880,,,-53d44m36.38s,-53.7434380,,,17.4880000,0.046,0.046,0,1,32.3290000,0.057,0.057,0,1,2458570.2260740,0.002456,0.002456,0,1,0.8614840,0.0001470,0.0001470,0,1,1.2936690,0.3978790,0.3978790,0,1,286.7080690,38.3006440,38.3006440,0,1,2.5120380,4.2209420,4.2209420,0,1,10152.6152340,,,,,2560.1430660,,,,,9.6470000,0.006,0.006,0,1,168.7810000,0.7225000,0.7225000,0,1,5724.7001950,57.0000000,57.0000000,0,1,3.8200000,0.0800000,0.0800000,0,1,1.4550500,0.1658640,0.1658640,0,1,2019-06-05 19:57:33,2019-12-17 10:00:02
1938,766.01,766,219698950,219698950.01,1,KP,11h42m06.06s,175.5252400,,,-23d21m17.44s,-23.3548450,,,-20.3570000,0.064,0.064,0,1,-0.9240000,0.046,0.046,0,1,2458570.5644530,0.000494,0.000494,0,1,3.4465140,0.0001120,0.0001120,0,1,2.4484010,0.0317670,0.0317670,0,1,16541.9394530,171.9541470,171.9541470,0,1,14.2652140,0.1287260,0.1287260,0,1,579.9349980,,,,,1251.5971680,,,,,11.5122000,0.008,0.008,0,1,283.9710000,3.7300000,3.7300000,0,1,5870.0000000,,,0,1,4.4000000,,,0,1,1.0400000,,,0,1,2019-06-05 19:57:33,2019-12-17 10:00:02
1939,767.01,767,229047362,229047362.01,1,KP,13h01m26.34s,195.3597580,,,-27d31m20.02s,-27.5222270,,,-29.2680000,0.061,0.061,0,1,-6.2930000,0.047,0.047,0,1,2458572.9907230,0.000252,0.000252,0,1,3.7648730,0.0000690,0.0000690,0,1,2.7599960,0.0220340,0.0220340,0,1,22257.1191410,135.1402130,135.1402130,0,1,13.9518200,0.0906220,0.0906220,0,1,357.0122990,,,,,1108.6400150,,,,,11.2175000,0.006,0.006,0,1,211.4160000,1.4575000,1.4575000,0,1,5703.0000000,,,0,1,4.5108500,,,0,1,0.9200000,,,0,1,2019-06-05 19:57:34,2019-12-17 10:00:02
1940,768.01,768,229811538,229811538.01,1,FP,13h14m32.55s,198.6356260,,,-24d08m39.08s,-24.1441900,,,-10.7090000,0.064,0.064,0,1,2.7760000,0.057,0.057,0,1,2458578.4075930,0.000847,0.000847,0,1,11.5293910,0.0012060,0.0012060,0,1,4.9522300,0.0788240,0.0788240,0,1,24406.7265620,381.6264950,381.6264950,0,1,19.1195760,19.1212690,19.1212690,0,1,155.1765900,,,,,900.1736450,,,,,12.2864000,0.008,0.008,0,1,469.9970000,9.4505000,9.4505000,0,1,5956.0000000,192.0000000,192.0000000,0,1,4.3125900,2.0037800,2.0037800,0,1,1.2071100,1.2071100,1.2071100,0,1,2019-06-05 19:57:34,2019-12-17 10:00:02
